book_id,isbn,authors,original_publication_year,title,average_rating,ratings_count,image_url,popularity_score,text_feature
48,307347974,Ray Bradbury,1953.0,Fahrenheit 451,3.97,570498,https://images.gr-assets.com/books/1351643740m/4381.jpg,0.11933474,Fahrenheit 451 Ray Bradbury Ray Bradbury
49,316160199,Stephenie Meyer,2006.0,"New Moon (Twilight, #2)",3.52,1149630,https://images.gr-assets.com/books/1361039440m/49041.jpg,0.24047552,"New Moon (Twilight, #2) Stephenie Meyer Stephenie Meyer"
50,60513039,Shel Silverstein,1974.0,Where the Sidewalk Ends,4.29,1016888,https://images.gr-assets.com/books/1168052448m/30119.jpg,0.21270901,Where the Sidewalk Ends Shel Silverstein Shel Silverstein
51,1416914285,Cassandra Clare,2007.0,"City of Bones (The Mortal Instruments, #1)",4.12,1154031,https://images.gr-assets.com/books/1432730315m/256683.jpg,0.2413961,"City of Bones (The Mortal Instruments, #1) Cassandra Clare Cassandra Clare"
52,316160202,Stephenie Meyer,2007.0,"Eclipse (Twilight, #3)",3.69,1134511,https://images.gr-assets.com/books/1361038355m/428263.jpg,0.23731297,"Eclipse (Twilight, #3) Stephenie Meyer Stephenie Meyer"
53,375826696,Christopher Paolini,2002.0,"Eragon (The Inheritance Cycle, #1)",3.86,1104021,https://images.gr-assets.com/books/1366212852m/113436.jpg,0.23093519,"Eragon (The Inheritance Cycle, #1) Christopher Paolini Christopher Paolini"
54,345391802,Douglas Adams,1979.0,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4.2,936782,https://images.gr-assets.com/books/1327656754m/11.jpg,0.19595273,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1) Douglas Adams Douglas Adams"
55,60929871,Aldous Huxley,1932.0,Brave New World,3.97,1022601,https://images.gr-assets.com/books/1487389574m/5129.jpg,0.21390404,Brave New World Aldous Huxley Aldous Huxley
56,031606792X,Stephenie Meyer,2008.0,"Breaking Dawn (Twilight, #4)",3.7,1070245,https://images.gr-assets.com/books/1361039438m/1162543.jpg,0.22387004,"Breaking Dawn (Twilight, #4) Stephenie Meyer Stephenie Meyer"
57,142001740,Sue Monk Kidd,2001.0,The Secret Life of Bees,4.01,916189,https://images.gr-assets.com/books/1473454532m/37435.jpg,0.19164516,The Secret Life of Bees Sue Monk Kidd Sue Monk Kidd
58,142437174,"Mark Twain, John Seelye, Guy Cardwell",1884.0,The Adventures of Huckleberry Finn,3.8,953758,https://images.gr-assets.com/books/1405973850m/2956.jpg,0.1995037,"The Adventures of Huckleberry Finn Mark Twain, John Seelye, Guy Cardwell Mark Twain, John Seelye, Guy Cardwell"
59,64410935,"E.B. White, Garth Williams, Rosemary Wells",1952.0,Charlotte's Web,4.15,1064521,https://images.gr-assets.com/books/1439632243m/24178.jpg,0.22267272,"Charlotte's Web E.B. White, Garth Williams, Rosemary Wells E.B. White, Garth Williams, Rosemary Wells"
60,1400032717,Mark Haddon,2003.0,The Curious Incident of the Dog in the Night-Time,3.85,867553,https://images.gr-assets.com/books/1479863624m/1618.jpg,0.18147165,The Curious Incident of the Dog in the Night-Time Mark Haddon Mark Haddon
61,1594633665,Paula Hawkins,2015.0,The Girl on the Train,3.88,1008778,https://images.gr-assets.com/books/1490903702m/22557272.jpg,0.2110126,The Girl on the Train Paula Hawkins Paula Hawkins
62,679879242,Philip Pullman,1995.0,"The Golden Compass (His Dark Materials, #1)",3.94,953970,https://images.gr-assets.com/books/1451271747m/119322.jpg,0.19954805,"The Golden Compass (His Dark Materials, #1) Philip Pullman Philip Pullman"
63,393978893,"Emily Brontë, Richard J. Dunn",1847.0,Wuthering Heights,3.82,899195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0.18809041,"Wuthering Heights Emily Brontë, Richard J. Dunn Emily Brontë, Richard J. Dunn"
64,743454537,Jodi Picoult,2004.0,My Sister's Keeper,4.06,863879,https://images.gr-assets.com/books/1369504683m/10917.jpg,0.18070313,My Sister's Keeper Jodi Picoult Jodi Picoult
65,385333846,Kurt Vonnegut Jr.,1969.0,Slaughterhouse-Five,4.06,846488,https://images.gr-assets.com/books/1440319389m/4981.jpg,0.17706536,Slaughterhouse-Five Kurt Vonnegut Jr. Kurt Vonnegut Jr.
66,446675539,Margaret Mitchell,1936.0,Gone with the Wind,4.28,873981,https://images.gr-assets.com/books/1328025229m/18405.jpg,0.18281624,Gone with the Wind Margaret Mitchell Margaret Mitchell
67,1594489505,Khaled Hosseini,2007.0,A Thousand Splendid Suns,4.34,818742,https://images.gr-assets.com/books/1345958969m/128029.jpg,0.17126153,A Thousand Splendid Suns Khaled Hosseini Khaled Hosseini
68,671027344,Stephen Chbosky,1999.0,The Perks of Being a Wallflower,4.21,888806,https://images.gr-assets.com/books/1167352178m/22628.jpg,0.18591727,The Perks of Being a Wallflower Stephen Chbosky Stephen Chbosky
69,7442912,Veronica Roth,2012.0,"Insurgent (Divergent, #2)",4.07,836362,https://images.gr-assets.com/books/1325667729m/11735983.jpg,0.17494723,"Insurgent (Divergent, #2) Veronica Roth Veronica Roth"
70,812550706,Orson Scott Card,1985.0,"Ender's Game (Ender's Saga, #1)",4.3,813439,https://images.gr-assets.com/books/1408303130m/375802.jpg,0.17015228,"Ender's Game (Ender's Saga, #1) Orson Scott Card Orson Scott Card"
71,141439475,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818.0,Frankenstein,3.75,808589,https://images.gr-assets.com/books/1381512375m/18490.jpg,0.16913778,"Frankenstein Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle"
72,450040186,Stephen King,1977.0,The Shining (The Shining #1),4.17,791850,https://images.gr-assets.com/books/1353277730m/11588.jpg,0.16563636,The Shining (The Shining #1) Stephen King Stephen King
73,316068047,Stephenie Meyer,2008.0,"The Host (The Host, #1)",3.84,749780,https://images.gr-assets.com/books/1318009171m/1656001.jpg,0.15683632,"The Host (The Host, #1) Stephenie Meyer Stephenie Meyer"
74,142402516,John Green,2005.0,Looking for Alaska,4.09,783470,https://images.gr-assets.com/books/1394798630m/99561.jpg,0.16388346,Looking for Alaska John Green John Green
75,014028009X,Helen Fielding,1996.0,"Bridget Jones's Diary (Bridget Jones, #1)",3.75,736498,https://images.gr-assets.com/books/1292060045m/227443.jpg,0.15405804,"Bridget Jones's Diary (Bridget Jones, #1) Helen Fielding Helen Fielding"
76,141439661,"Jane Austen, Tony Tanner, Ros Ballaster",1811.0,Sense and Sensibility,4.06,738894,https://images.gr-assets.com/books/1397245675m/14935.jpg,0.15455922,"Sense and Sensibility Jane Austen, Tony Tanner, Ros Ballaster Jane Austen, Tony Tanner, Ros Ballaster"
77,439244196,"Louis Sachar, Louis Sachar",1998.0,"Holes (Holes, #1)",3.93,747445,https://images.gr-assets.com/books/1327781893m/38709.jpg,0.15634789,"Holes (Holes, #1) Louis Sachar, Louis Sachar Louis Sachar, Louis Sachar"
78,307275558,Lauren Weisberger,2003.0,"The Devil Wears Prada (The Devil Wears Prada, #1)",3.7,665930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0.13929687,"The Devil Wears Prada (The Devil Wears Prada, #1) Lauren Weisberger Lauren Weisberger"
79,143039954,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",-720.0,The Odyssey,3.73,670326,https://images.gr-assets.com/books/1390173285m/1381.jpg,0.14021641,"The Odyssey Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox"
80,156012197,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1946.0,The Little Prince,4.28,738757,https://images.gr-assets.com/books/1367545443m/157993.jpg,0.15453057,"The Little Prince Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta"
81,074324754X,Jeannette Walls,2005.0,The Glass Castle,4.24,621099,https://images.gr-assets.com/books/1400930557m/7445.jpg,0.12991928,The Glass Castle Jeannette Walls Jeannette Walls
82,385486804,Jon Krakauer,1996.0,Into the Wild,3.94,647684,https://images.gr-assets.com/books/1403173986m/1845.jpg,0.13548024,Into the Wild Jon Krakauer Jon Krakauer
83,141439602,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859.0,A Tale of Two Cities,3.81,637412,https://images.gr-assets.com/books/1344922523m/1953.jpg,0.13333158,"A Tale of Two Cities Charles Dickens, Richard Maxwell, Hablot Knight Browne Charles Dickens, Richard Maxwell, Hablot Knight Browne"
84,030734813X,Michael Crichton,1990.0,"Jurassic Park (Jurassic Park, #1)",3.96,447833,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0.09367611,"Jurassic Park (Jurassic Park, #1) Michael Crichton Michael Crichton"
85,60256656,Shel Silverstein,1964.0,The Giving Tree,4.38,702332,https://images.gr-assets.com/books/1174210942m/370493.jpg,0.14691131,The Giving Tree Shel Silverstein Shel Silverstein
86,385338600,John Grisham,1989.0,A Time to Kill,4.03,597775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0.12504046,A Time to Kill John Grisham John Grisham
87,374500010,"Elie Wiesel, Marion Wiesel",1958.0,Night (The Night Trilogy #1),4.3,691231,https://images.gr-assets.com/books/1473495285m/1617.jpg,0.14458925,"Night (The Night Trilogy #1) Elie Wiesel, Marion Wiesel Elie Wiesel, Marion Wiesel"
88,014241493X,John Green,2008.0,Paper Towns,3.88,461311,https://images.gr-assets.com/books/1349013610m/6442769.jpg,0.0964954,Paper Towns John Green John Green
89,345418263,William Goldman,1973.0,The Princess Bride ,4.25,628637,https://images.gr-assets.com/books/1327903636m/21787.jpg,0.13149606,The Princess Bride  William Goldman William Goldman
90,014038572X,S.E. Hinton,1967.0,The Outsiders,4.06,659248,https://images.gr-assets.com/books/1442129426m/231804.jpg,0.13789916,The Outsiders S.E. Hinton S.E. Hinton
91,385737947,James Dashner,2009.0,"The Maze Runner (Maze Runner, #1)",4.02,719925,https://images.gr-assets.com/books/1375596592m/6186357.jpg,0.15059136,"The Maze Runner (Maze Runner, #1) James Dashner James Dashner"
92,61234001,"Steven D. Levitt, Stephen J. Dubner",2005.0,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",3.93,524191,https://images.gr-assets.com/books/1327909092m/1202.jpg,0.10964841,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1) Steven D. Levitt, Stephen J. Dubner Steven D. Levitt, Stephen J. Dubner"
93,517189607,Frances Hodgson Burnett,1911.0,The Secret Garden,4.12,639357,https://images.gr-assets.com/books/1327873635m/2998.jpg,0.13373843,The Secret Garden Frances Hodgson Burnett Frances Hodgson Burnett
94,60531045,"Gabriel García Márquez, Gregory Rabassa",1967.0,One Hundred Years of Solitude,4.04,490565,https://images.gr-assets.com/books/1327881361m/320.jpg,0.10261464,"One Hundred Years of Solitude Gabriel García Márquez, Gregory Rabassa Gabriel García Márquez, Gregory Rabassa"
95,375751513,"Oscar Wilde, Jeffrey Eugenides",1891.0,The Picture of Dorian Gray,4.06,590014,https://images.gr-assets.com/books/1424596966m/5297.jpg,0.123417035,"The Picture of Dorian Gray Oscar Wilde, Jeffrey Eugenides Oscar Wilde, Jeffrey Eugenides"
96,345803507,E.L. James,2012.0,"Fifty Shades Freed (Fifty Shades, #3)",3.88,387290,https://images.gr-assets.com/books/1336418837m/13536860.jpg,0.08101194,"Fifty Shades Freed (Fifty Shades, #3) E.L. James E.L. James"
97,393970124,"Bram Stoker, Nina Auerbach, David J. Skal",1897.0,Dracula,3.98,618973,https://images.gr-assets.com/books/1387151694m/17245.jpg,0.12947457,"Dracula Bram Stoker, Nina Auerbach, David J. Skal Bram Stoker, Nina Auerbach, David J. Skal"
98,307269981,"Stieg Larsson, Reg Keeland",2006.0,"The Girl Who Played with Fire (Millennium, #2)",4.22,563994,https://images.gr-assets.com/books/1351778881m/5060378.jpg,0.11797426,"The Girl Who Played with Fire (Millennium, #2) Stieg Larsson, Reg Keeland Stieg Larsson, Reg Keeland"
99,1612130585,E.L. James,2011.0,"Fifty Shades Darker (Fifty Shades, #2)",3.87,552059,https://images.gr-assets.com/books/1358266080m/11857408.jpg,0.11547774,"Fifty Shades Darker (Fifty Shades, #2) E.L. James E.L. James"
100,60786507,Barbara Kingsolver,1998.0,The Poisonwood Bible,4.02,546502,https://images.gr-assets.com/books/1412242487m/7244.jpg,0.114315346,The Poisonwood Bible Barbara Kingsolver Barbara Kingsolver
101,349113912,David Sedaris,2000.0,Me Talk Pretty One Day,3.97,495736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0.103696294,Me Talk Pretty One Day David Sedaris David Sedaris
102,99408392,Maurice Sendak,1963.0,Where the Wild Things Are,4.22,620618,https://images.gr-assets.com/books/1384434560m/19543.jpg,0.12981866,Where the Wild Things Are Maurice Sendak Maurice Sendak
103,140449264,"Alexandre Dumas, Robin Buss",1844.0,The Count of Monte Cristo,4.21,555822,https://images.gr-assets.com/books/1309203605m/7126.jpg,0.11626487,"The Count of Monte Cristo Alexandre Dumas, Robin Buss Alexandre Dumas, Robin Buss"
104,307265439,Cormac McCarthy,2006.0,The Road,3.95,504793,https://images.gr-assets.com/books/1439197219m/6288.jpg,0.105590805,The Road Cormac McCarthy Cormac McCarthy
105,7524277,Veronica Roth,2013.0,"Allegiant (Divergent, #3)",3.63,463257,https://images.gr-assets.com/books/1395582745m/18710190.jpg,0.09690245,"Allegiant (Divergent, #3) Veronica Roth Veronica Roth"
106,,Tina Fey,2011.0,Bossypants,3.94,506250,https://images.gr-assets.com/books/1481509554m/9418327.jpg,0.10589558,Bossypants Tina Fey Tina Fey
107,446693804,Nicholas Sparks,1999.0,A Walk to Remember,4.15,546948,https://images.gr-assets.com/books/1385738968m/3473.jpg,0.114408635,A Walk to Remember Nicholas Sparks Nicholas Sparks
108,440241413,Sophie Kinsella,2000.0,"Confessions of a Shopaholic (Shopaholic, #1)",3.61,543658,https://images.gr-assets.com/books/1327872404m/9416.jpg,0.11372045,"Confessions of a Shopaholic (Shopaholic, #1) Sophie Kinsella Sophie Kinsella"
109,451525264,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862.0,Les Misérables,4.14,513407,https://images.gr-assets.com/books/1411852091m/24280.jpg,0.107392654,"Les Misérables Victor Hugo, Lee Fahnestock, Norman MacAfee Victor Hugo, Lee Fahnestock, Norman MacAfee"
110,553381695,George R.R. Martin,1998.0,"A Clash of Kings  (A Song of Ice and Fire, #2)",4.4,523303,https://images.gr-assets.com/books/1358254974m/10572.jpg,0.10946266,"A Clash of Kings  (A Song of Ice and Fire, #2) George R.R. Martin George R.R. Martin"
111,143037145,Kim Edwards,2005.0,The Memory Keeper's Daughter,3.64,501430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0.104887344,The Memory Keeper's Daughter Kim Edwards Kim Edwards
112,670026603,Jojo Moyes,2012.0,"Me Before You (Me Before You, #1)",4.27,587647,https://images.gr-assets.com/books/1357108762m/15507958.jpg,0.122921914,"Me Before You (Me Before You, #1) Jojo Moyes Jojo Moyes"
113,684833395,Joseph Heller,1961.0,Catch-22,3.98,563265,https://images.gr-assets.com/books/1463157317m/168668.jpg,0.11782177,Catch-22 Joseph Heller Joseph Heller
114,751529818,"Mitch Albom, Saulius Dagys",1997.0,Tuesdays with Morrie,4.06,556518,https://images.gr-assets.com/books/1423763749m/6900.jpg,0.11641046,"Tuesdays with Morrie Mitch Albom, Saulius Dagys Mitch Albom, Saulius Dagys"
115,312422156,Jeffrey Eugenides,2002.0,Middlesex,3.98,488243,https://images.gr-assets.com/books/1437029776m/2187.jpg,0.10212894,Middlesex Jeffrey Eugenides Jeffrey Eugenides
116,143039563,"Mark Twain, Guy Cardwell, John Seelye",1876.0,The Adventures of Tom Sawyer,3.89,555359,https://images.gr-assets.com/books/1404811979m/24583.jpg,0.11616802,"The Adventures of Tom Sawyer Mark Twain, Guy Cardwell, John Seelye Mark Twain, Guy Cardwell, John Seelye"
